Event(name=Tempo Class, time=0, value=mid, text=None)
Event(name=Position, time=7020, value=5/16, text=7020)
Event(name=Chord, time=7020, value=F#:maj, text=F#:maj)
Event(name=Position, time=7020, value=5/16, text=7020)
Event(name=Note Velocity, time=7020, value=115, text=115)
Event(name=Note On, time=7020, value=63, text=D#4)
Event(name=Note Duration, time=7020, value=0.24, text=0.24)
Event(name=Position, time=7020, value=5/16, text=7020)
Event(name=Note Velocity, time=7020, value=92, text=92)
Event(name=Note On, time=7020, value=63, text=D#4)
Event(name=Note Duration, time=7020, value=0.162, text=0.162)
Event(name=Position, time=7020, value=5/16, text=7020)
Event(name=Note Velocity, time=7020, value=79, text=79)
Event(name=Note On, time=7020, value=59, text=B3)
Event(name=Note Duration, time=7020, value=0.19, text=0.19)
Event(name=Position, time=7020, value=5/16, text=7020)
Event(name=Note Velocity, time=7020, value=108, text=108)
Event(name=Note On, time=7020, value=66, text=F#4)
Event(name=Note Duration, time=7020, value=0.229, text=0.229)
Event(name=Position, time=7140, value=7/16, text=7140)
Event(name=Note Velocity, time=7140, value=115, text=115)
Event(name=Note On, time=7140, value=68, text=G#4)
Event(name=Note Duration, time=7140, value=0.729, text=0.729)
Event(name=Position, time=7140, value=7/16, text=7140)
Event(name=Note Velocity, time=7140, value=108, text=108)
Event(name=Note On, time=7140, value=65, text=F4)
Event(name=Note Duration, time=7140, value=1.069, text=1.069)
Event(name=Position, time=7140, value=7/16, text=7140)
Event(name=Note Velocity, time=7140, value=94, text=94)
Event(name=Note On, time=7140, value=61, text=C#4)
Event(name=Note Duration, time=7140, value=1.106, text=1.106)
Event(name=Position, time=7260, value=9/16, text=7260)
Event(name=Chord, time=7260, value=C#:maj, text=C#:maj)
Event(name=Position, time=7260, value=9/16, text=7260)
Event(name=Note Velocity, time=7260, value=108, text=108)
Event(name=Note On, time=7260, value=49, text=C#3)
Event(name=Note Duration, time=7260, value=1.321, text=1.321)
Event(name=Position, time=7380, value=11/16, text=7380)
Event(name=Note Velocity, time=7380, value=115, text=115)
Event(name=Note On, time=7380, value=61, text=C#4)
Event(name=Note Duration, time=7380, value=0.196, text=0.196)
Event(name=Position, time=7380, value=11/16, text=7380)
Event(name=Note Velocity, time=7380, value=66, text=66)
Event(name=Note On, time=7380, value=56, text=G#3)
Event(name=Note Duration, time=7380, value=0.652, text=0.652)
Event(name=Position, time=7440, value=12/16, text=7440)
Event(name=Note Velocity, time=7440, value=115, text=115)
Event(name=Note On, time=7440, value=68, text=G#4)
Event(name=Note Duration, time=7440, value=0.196, text=0.196)
Event(name=Position, time=7440, value=12/16, text=7440)
Event(name=Note Velocity, time=7440, value=117, text=117)
Event(name=Note On, time=7440, value=61, text=C#4)
Event(name=Note Duration, time=7440, value=0.256, text=0.256)
Event(name=Position, time=7440, value=12/16, text=7440)
Event(name=Note Velocity, time=7440, value=111, text=111)
Event(name=Note On, time=7440, value=68, text=G#4)
Event(name=Note Duration, time=7440, value=0.612, text=0.612)
Event(name=Position, time=7440, value=12/16, text=7440)
Event(name=Note Velocity, time=7440, value=111, text=111)
Event(name=Note On, time=7440, value=65, text=F4)
Event(name=Note Duration, time=7440, value=0.627, text=0.627)
Event(name=Position, time=7620, value=15/16, text=7620)
Event(name=Note Velocity, time=7620, value=118, text=118)
Event(name=Note On, time=7620, value=66, text=F#4)
Event(name=Note Duration, time=7620, value=1.831, text=1.831)
Event(name=Position, time=7620, value=15/16, text=7620)
Event(name=Note Velocity, time=7620, value=100, text=100)
Event(name=Note On, time=7620, value=61, text=C#4)
Event(name=Note Duration, time=7620, value=0.302, text=0.302)
Event(name=Bar, time=7740, value=7740, text=9)
Event(name=Position, time=7740, value=1/16, text=7740)
Event(name=Chord, time=7740, value=F#:maj, text=F#:maj)
Event(name=Position, time=7740, value=1/16, text=7740)
Event(name=Note Velocity, time=7740, value=100, text=100)
Event(name=Note On, time=7740, value=58, text=A#3)
Event(name=Note Duration, time=7740, value=0.602, text=0.602)
Event(name=Position, time=7740, value=1/16, text=7740)
Event(name=Note Velocity, time=7740, value=92, text=92)
Event(name=Note On, time=7740, value=54, text=F#3)
Event(name=Note Duration, time=7740, value=0.694, text=0.694)
Event(name=Position, time=7740, value=1/16, text=7740)
Event(name=Note Velocity, time=7740, value=97, text=97)
Event(name=Note On, time=7740, value=42, text=F#2)
Event(name=Note Duration, time=7740, value=3.646, text=3.646)
Event(name=Position, time=7860, value=3/16, text=7860)
Event(name=Note Velocity, time=7860, value=66, text=66)
Event(name=Note On, time=7860, value=49, text=C#3)
Event(name=Note Duration, time=7860, value=0.64, text=0.64)
Event(name=Position, time=7980, value=5/16, text=7980)
Event(name=Note Velocity, time=7980, value=82, text=82)
Event(name=Note On, time=7980, value=54, text=F#3)
Event(name=Note Duration, time=7980, value=0.081, text=0.081)
Event(name=Position, time=7980, value=5/16, text=7980)
Event(name=Note Velocity, time=7980, value=108, text=108)
Event(name=Note On, time=7980, value=58, text=A#3)
Event(name=Note Duration, time=7980, value=0.579, text=0.579)
Event(name=Position, time=7980, value=5/16, text=7980)
Event(name=Note Velocity, time=7980, value=102, text=102)
Event(name=Note On, time=7980, value=61, text=C#4)
Event(name=Note Duration, time=7980, value=0.606, text=0.606)
Event(name=Position, time=8100, value=7/16, text=8100)
Event(name=Note Velocity, time=8100, value=73, text=73)
Event(name=Note On, time=8100, value=49, text=C#3)
Event(name=Note Duration, time=8100, value=0.71, text=0.71)
Event(name=Position, time=8160, value=8/16, text=8160)
Event(name=Note Velocity, time=8160, value=89, text=89)
Event(name=Note On, time=8160, value=54, text=F#3)
Event(name=Note Duration, time=8160, value=0.208, text=0.208)
Event(name=Position, time=8220, value=9/16, text=8220)
Event(name=Note Velocity, time=8220, value=102, text=102)
Event(name=Note On, time=8220, value=66, text=F#4)
Event(name=Note Duration, time=8220, value=0.585, text=0.585)
Event(name=Position, time=8220, value=9/16, text=8220)
Event(name=Note Velocity, time=8220, value=102, text=102)
Event(name=Note On, time=8220, value=61, text=C#4)
Event(name=Note Duration, time=8220, value=0.64, text=0.64)
Event(name=Position, time=8220, value=9/16, text=8220)
Event(name=Note Velocity, time=8220, value=111, text=111)
Event(name=Note On, time=8220, value=58, text=A#3)
Event(name=Note Duration, time=8220, value=0.654, text=0.654)
Event(name=Position, time=8220, value=9/16, text=8220)
Event(name=Note Velocity, time=8220, value=89, text=89)
Event(name=Note On, time=8220, value=54, text=F#3)
Event(name=Note Duration, time=8220, value=0.66, text=0.66)
Event(name=Position, time=8340, value=11/16, text=8340)
Event(name=Note Velocity, time=8340, value=84, text=84)
Event(name=Note On, time=8340, value=49, text=C#3)
Event(name=Note Duration, time=8340, value=0.679, text=0.679)
Event(name=Position, time=8460, value=13/16, text=8460)
Event(name=Note Velocity, time=8460, value=117, text=117)
Event(name=Note On, time=8460, value=54, text=F#3)
Event(name=Note Duration, time=8460, value=0.483, text=0.483)
Event(name=Position, time=8460, value=13/16, text=8460)
Event(name=Note Velocity, time=8460, value=111, text=111)
Event(name=Note On, time=8460, value=58, text=A#3)
Event(name=Note Duration, time=8460, value=0.733, text=0.733)
Event(name=Position, time=8580, value=15/16, text=8580)
Event(name=Note Velocity, time=8580, value=92, text=92)
Event(name=Note On, time=8580, value=49, text=C#3)
Event(name=Note Duration, time=8580, value=0.315, text=0.315)
Event(name=Position, time=8640, value=16/16, text=8640)
Event(name=Note Velocity, time=8640, value=89, text=89)
Event(name=Note On, time=8640, value=54, text=F#3)
Event(name=Note Duration, time=8640, value=0.25, text=0.25)
Event(name=Bar, time=8700, value=8700, text=10)
Event(name=Position, time=8700, value=1/16, text=8700)
Event(name=Chord, time=8700, value=B:maj, text=B:maj)
Event(name=Position, time=8700, value=1/16, text=8700)
Event(name=Note Velocity, time=8700, value=115, text=115)
Event(name=Note On, time=8700, value=66, text=F#4)
Event(name=Note Duration, time=8700, value=0.621, text=0.621)
Event(name=Position, time=8700, value=1/16, text=8700)
Event(name=Note Velocity, time=8700, value=102, text=102)
Event(name=Note On, time=8700, value=47, text=B2)
Event(name=Note Duration, time=8700, value=1.025, text=1.025)
Event(name=Position, time=8760, value=2/16, text=8760)
Event(name=Note Velocity, time=8760, value=69, text=69)
Event(name=Note On, time=8760, value=54, text=F#3)
Event(name=Note Duration, time=8760, value=0.737, text=0.737)
Event(name=Position, time=8820, value=3/16, text=8820)
Event(name=Note Velocity, time=8820, value=102, text=102)
Event(name=Note On, time=8820, value=59, text=B3)
Event(name=Note Duration, time=8820, value=0.725, text=0.725)
Event(name=Position, time=8880, value=4/16, text=8880)
Event(name=Note Velocity, time=8880, value=94, text=94)
Event(name=Note On, time=8880, value=63, text=D#4)
Event(name=Note Duration, time=8880, value=0.437, text=0.437)
Event(name=Position, time=8880, value=4/16, text=8880)
Event(name=Note Velocity, time=8880, value=94, text=94)
Event(name=Note On, time=8880, value=66, text=F#4)
Event(name=Note Duration, time=8880, value=0.462, text=0.462)
Event(name=Position, time=8940, value=5/16, text=8940)
Event(name=Note Velocity, time=8940, value=115, text=115)
Event(name=Note On, time=8940, value=66, text=F#4)
Event(name=Note Duration, time=8940, value=0.521, text=0.521)
Event(name=Position, time=9180, value=9/16, text=9180)
Event(name=Chord, time=9180, value=C#:maj, text=C#:maj)
Event(name=Position, time=9180, value=9/16, text=9180)
Event(name=Note Velocity, time=9180, value=115, text=115)
Event(name=Note On, time=9180, value=65, text=F4)
Event(name=Note Duration, time=9180, value=0.294, text=0.294)
Event(name=Position, time=9180, value=9/16, text=9180)
Event(name=Note Velocity, time=9180, value=102, text=102)
Event(name=Note On, time=9180, value=49, text=C#3)
Event(name=Note Duration, time=9180, value=1.002, text=1.002)
Event(name=Position, time=9240, value=10/16, text=9240)
Event(name=Note Velocity, time=9240, value=66, text=66)
Event(name=Note On, time=9240, value=56, text=G#3)
Event(name=Note Duration, time=9240, value=0.696, text=0.696)
Event(name=Position, time=9300, value=11/16, text=9300)
Event(name=Note Velocity, time=9300, value=115, text=115)
Event(name=Note On, time=9300, value=66, text=F#4)
Event(name=Note Duration, time=9300, value=0.131, text=0.131)
Event(name=Position, time=9300, value=11/16, text=9300)
Event(name=Note Velocity, time=9300, value=87, text=87)
Event(name=Note On, time=9300, value=61, text=C#4)
Event(name=Note Duration, time=9300, value=0.644, text=0.644)
Event(name=Position, time=9360, value=12/16, text=9360)
Event(name=Note Velocity, time=9360, value=115, text=115)
Event(name=Note On, time=9360, value=65, text=F4)
Event(name=Note Duration, time=9360, value=0.34, text=0.34)
Event(name=Position, time=9360, value=12/16, text=9360)
Event(name=Note Velocity, time=9360, value=102, text=102)
Event(name=Note On, time=9360, value=65, text=F4)
Event(name=Note Duration, time=9360, value=0.362, text=0.362)
Event(name=Position, time=9420, value=13/16, text=9420)
Event(name=Note Velocity, time=9420, value=108, text=108)
Event(name=Note On, time=9420, value=73, text=C#5)
Event(name=Note Duration, time=9420, value=0.123, text=0.123)
Event(name=Position, time=9420, value=13/16, text=9420)
Event(name=Note Velocity, time=9420, value=94, text=94)
Event(name=Note On, time=9420, value=75, text=D#5)
Event(name=Note Duration, time=9420, value=0.404, text=0.404)
Event(name=Position, time=9540, value=15/16, text=9540)
Event(name=Note Velocity, time=9540, value=97, text=97)
Event(name=Note On, time=9540, value=73, text=C#5)
Event(name=Note Duration, time=9540, value=0.346, text=0.346)
Event(name=Bar, time=9660, value=9660, text=11)
Event(name=Position, time=9660, value=1/16, text=9660)
Event(name=Chord, time=9660, value=A#:min, text=A#:min)
Event(name=Position, time=9660, value=1/16, text=9660)
Event(name=Note Velocity, time=9660, value=112, text=112)
Event(name=Note On, time=9660, value=65, text=F4)
Event(name=Note Duration, time=9660, value=0.212, text=0.212)
Event(name=Position, time=9660, value=1/16, text=9660)
Event(name=Note Velocity, time=9660, value=94, text=94)
Event(name=Note On, time=9660, value=46, text=A#2)
Event(name=Note Duration, time=9660, value=1.079, text=1.079)
Event(name=Position, time=9720, value=2/16, text=9720)
Event(name=Note Velocity, time=9720, value=60, text=60)
Event(name=Note On, time=9720, value=53, text=F3)
Event(name=Note Duration, time=9720, value=0.742, text=0.742)
Event(name=Position, time=9780, value=3/16, text=9780)
Event(name=Note Velocity, time=9780, value=115, text=115)
Event(name=Note On, time=9780, value=66, text=F#4)
Event(name=Note Duration, time=9780, value=0.14, text=0.14)
Event(name=Position, time=9780, value=3/16, text=9780)
Event(name=Note Velocity, time=9780, value=87, text=87)
Event(name=Note On, time=9780, value=58, text=A#3)
Event(name=Note Duration, time=9780, value=0.529, text=0.529)
Event(name=Position, time=9840, value=4/16, text=9840)
Event(name=Note Velocity, time=9840, value=115, text=115)
Event(name=Note On, time=9840, value=65, text=F4)
Event(name=Note Duration, time=9840, value=0.146, text=0.146)
Event(name=Position, time=9840, value=4/16, text=9840)
Event(name=Note Velocity, time=9840, value=111, text=111)
Event(name=Note On, time=9840, value=61, text=C#4)
Event(name=Note Duration, time=9840, value=0.244, text=0.244)
Event(name=Position, time=9960, value=6/16, text=9960)
Event(name=Note Velocity, time=9960, value=115, text=115)
Event(name=Note On, time=9960, value=61, text=C#4)
Event(name=Note Duration, time=9960, value=0.167, text=0.167)
Event(name=Position, time=10080, value=8/16, text=10080)
Event(name=Note Velocity, time=10080, value=115, text=115)
Event(name=Note On, time=10080, value=63, text=D#4)
Event(name=Note Duration, time=10080, value=0.935, text=0.935)
Event(name=Position, time=10140, value=9/16, text=10140)
Event(name=Chord, time=10140, value=D#:min, text=D#:min)
